,name,address,city,zip_code,type,count,clay,wall,grass,indoor,lights,proshop,latitude,clay,wall,grass,indoor,lights,stringing
Preserve at Palm Aire,West McNab Road,miami-fort lauderdale,fl,Homeowners Community,1,False,False,False,False,True,False,26,-80.1760232,0,0,0,0,1,0
Thomas Stone High School,Leonardtown Road,washington,dc,Public,6,False,False,False,False,False,False,38,-76.88772,0,0,0,0,0,0
Wilde Lake High School,Trumpeter Road,baltimore,md,Public,4,False,False,False,False,False,False,39,-76.87462,0,0,0,0,0,0
The Woodlands,Des Pinar Lane,orlando,fl,Homeowners Community,2,False,False,False,False,True,False,28,-81.3775885,0,0,0,0,1,0
Al Flynn Park,Lane Northwest,minneapolis-st. paul,mn,Public,2,False,False,True,False,True,False,45,-93.300259,0,0,1,0,1,0
Mississippi Elementary,Crooked Lake Boulevard Northwest,minneapolis-st. paul,mn,Public,2,False,False,False,False,False,False,45,-93.34002,0,0,0,0,0,0
Pioneer Park,Pioneer Trail,minneapolis-st. paul,mn,Public,6,False,False,False,False,False,False,44,-93.579547,0,0,0,0,0,0
Stanton Park,Columbus Avenue,indianapolis,in,Public,2,False,False,False,False,True,False,40,-85.666751,0,0,0,0,1,0
Butler Area Intermediate High School,Intermediate High Track,pittsburgh,pa,Public,3,False,False,False,False,False,False,40,-79.915012,0,0,0,0,0,0
Red Bank Regional High School,Hance Road,new york,ny,Public,5,False,False,False,False,False,False,40,-74.03827,0,0,0,0,0,0
Burnham Shores Park,Lake Shore Boulevard,chicago,il,Public,2,False,True,False,False,False,False,42,-87.670142,0,1,0,0,0,0
Serenity Park,South Candlestick Way,chicago,il,Public,1,False,False,False,False,False,False,42,-87.906385,0,0,0,0,0,0
North Amityville Pool,Corporal Tony Casamento Highway,new york,ny,Public,2,False,False,False,False,False,False,40,-73.403134,0,0,0,0,0,0
Rivercrest Luxury Apartments,Pondview Loop,new york,ny,Homeowners Community,1,False,False,False,False,False,False,41,-73.966773,0,0,0,0,0,0
Summit Lake Apartments & Townhomes,Millington Drive,milwaukee,wi,Homeowners Community,1,False,False,False,False,False,False,43,-88.3516967,0,0,0,0,0,0
Rosemont Apartments,Rosemont Parkway,atlanta,ga,Homeowners Community,2,False,False,False,False,True,False,34,-84.3223965,0,0,0,0,1,0
London Terrace,Gorniak Drive,new york,ny,Homeowners Community,2,False,False,False,False,False,False,40,-74.2907095,0,0,0,0,0,0
Hiram High School,Foggy Creek Lane,atlanta,ga,Public,4,False,False,False,False,True,False,33,-84.7682226,0,0,0,0,1,0
Kelliher Park,Square Barn Road,chicago,il,Public,1,False,False,False,False,False,False,42,-88.3696997,0,0,0,0,0,0
Lakewood Falls,Richfield Trail,chicago,il,Homeowners Community,1,False,False,False,False,False,False,41,-88.1458157,0,0,0,0,0,0
Garden Gates,Douglas Drive North,minneapolis-st. paul,mn,Homeowners Community,1,False,False,False,False,False,False,45,-93.3601642,0,0,0,0,0,0
Mulberry Farms,Carryback Drive,atlanta,ga,Homeowners Community,2,False,False,False,False,False,False,33,-84.4100189,0,0,0,0,0,0
Thornwood,Ridgewood Creek Drive Northwest,atlanta,ga,Homeowners Community,2,False,False,False,False,False,False,34,-84.5613599,0,0,0,0,0,0
Essex Park,Essex Park Path,portland,or,Public,2,False,True,False,False,True,False,45,-122.5843441,0,1,0,0,1,0
Gypsy Lane Condominium Association,Gypsy Lane,philadelphia,pa,Homeowners Community,2,False,True,False,False,False,False,40,-75.2000213,0,1,0,0,0,0
Sunset Plaza,North Street,seattle,wa,Homeowners Community,1,False,False,False,False,False,False,47,-122.5324273,0,0,0,0,0,0
Green Run High School,Danville Court,norfolk-virginia beach,va,Public,8,False,True,False,False,True,False,36,-76.1092472,0,1,0,0,1,0
C. Alton Lindsay Middle School,Parkinson Road,norfolk-virginia beach,va,Public,4,False,False,False,False,False,False,37,-76.400696,0,0,0,0,0,0
Lakeland High School,Kenyon Road,norfolk-virginia beach,va,Public,6,False,False,False,False,True,False,36,-76.6595078,0,0,0,0,1,0
Wyndwood Apartments,Regina Drive,hartford,ct,Homeowners Community,2,False,False,False,False,True,False,41,-72.6092219,0,0,0,0,1,0
Plantation Pointe,Windgate Drive,raleigh-durham-chapel hill,nc,Homeowners Community,2,False,False,False,False,True,False,35,-78.3814323,0,0,0,0,1,0
Knobs Pointe,Wooded Valley Drive,louisville,ky,Homeowners Community,1,False,False,False,False,False,False,38,-85.848316,0,0,0,0,0,0
Summerlyn Apartments,Midland Road,san diego,ca,Homeowners Community,2,False,False,False,False,True,False,32,-117.0350361,0,0,0,0,1,0
Arcadia High School,West Duarte Road,los angeles,ca,Public,6,False,True,False,False,True,False,34,-118.0343306,0,1,0,0,1,0
Reflections at Red Mountain,Apache Tears Mhp,phoenix,az,Homeowners Community,1,False,False,False,False,True,False,33,-111.7749131,0,0,0,0,1,0
Olympian Hills,Atlas Drive,san francisco - oakland - san jose,ca,Homeowners Community,1,False,False,False,False,False,False,38,-122.2846985,0,0,0,0,0,0
Brittany Apartments,South Calhoun Road,milwaukee,wi,Homeowners Community,2,False,False,False,False,True,False,42,-88.1299531,0,0,0,0,1,0
Cameron Park Community Center,Country Club Drive,sacramento-yolo,ca,Public,2,False,False,False,False,False,False,38,-121.0048985,0,0,0,0,0,0
West Broward High School,Northwest Avenue,miami-fort lauderdale,fl,Public,4,False,True,False,False,False,False,26,-80.4310477,0,1,0,0,0,0
Ford Park West,Cottonwood Creek South Trail,dallas - fort worth,tx,Public,4,False,False,False,False,True,False,33,-96.6579938,0,0,0,0,1,0
Century Village East - Swansea,Swansea A,miami-fort lauderdale,fl,Homeowners Community,2,False,False,False,False,True,False,26,-80.1292562,0,0,0,0,1,0
Meadows of Roanoke,Cannon Parkway,dallas - fort worth,tx,Homeowners Community,2,False,False,False,False,True,False,33,-97.2283924,0,0,0,0,1,0
Sandstone,Burke Road,houston - galveston - brazoria,tx,Homeowners Community,2,False,False,False,False,True,False,29,-95.1827681,0,0,0,0,1,0
East Bay High School,Franklin Cast Bay Acc,tampa-st. petersburg-clearwater,fl,Public,8,False,False,False,False,False,False,27,-82.3620343,0,0,0,0,0,0
Freedom High School,Commerce Park Boulevard,tampa-st. petersburg-clearwater,fl,Public,6,False,False,False,False,False,False,28,-82.3849565,0,0,0,0,0,0
Charter Landing,Boat Club Drive,jacksonville,fl,Homeowners Community,2,False,False,False,False,True,False,30,-81.601907,0,0,0,0,1,0
Hibiscus Condos,A1A South,jacksonville,fl,Homeowners Community,1,False,False,False,False,True,False,29,-81.2640774,0,0,0,0,1,0
South Austin Tennis Center,Herndon Lane,austin-san marcos,tx,Public,10,False,True,False,False,True,True,30,-97.7672911,0,1,0,0,1,1
Thomas C. Clark High School,De Zavala Road,san antonio,tx,Public,6,False,False,False,False,False,False,29,-98.5786486,0,0,0,0,0,0
John B. Connally Middle School,Silent Sunrise,san antonio,tx,Public,4,False,True,False,False,False,False,29,-98.6566901,0,1,0,0,0,0
City Center Park,Laredo Drive,minneapolis-st. paul,mn,Public,4,False,True,False,False,True,False,44,-93.538144,0,1,0,0,1,0
Rosamond Park,East Quincy Avenue,denver,co,Public,4,False,False,False,False,True,False,39,-104.89454,0,0,0,0,1,0
Marlin Estates Park,East Francis Avenue,new york,ny,Public,2,False,False,False,False,False,False,40,-74.293842,0,0,0,0,0,0
Indian Creek Park,North Indian Creek Parkway,milwaukee,wi,Public,4,False,True,False,False,False,False,43,-87.908048,0,1,0,0,0,0
Venetian Shores Park,Granada Parkway,new york,ny,Public,3,False,False,False,False,True,False,40,-73.349736,0,0,0,0,1,0
Estates At North Hills I,Ibis Court,new york,ny,Homeowners Community,3,False,False,False,False,False,False,40,-73.6665165,0,0,0,0,0,0
Villas at Kennesaw,George Busbee Parkway Northwest,atlanta,ga,Homeowners Community,1,False,False,False,False,True,False,34,-84.5865941,0,0,0,0,1,0
Brecon Park,Nichols Drive,detroit,mi,Public,2,False,False,False,False,False,False,42,-83.7784928,0,0,0,0,0,0
Century Village at Pembroke,Southwest Avenue,miami-fort lauderdale,fl,Homeowners Community,1,False,False,False,False,False,False,25,-80.3180301,0,0,0,0,0,0
Eastampton Mews,Wanda Court,philadelphia,pa,Homeowners Community,1,False,False,False,False,False,False,40,-74.7762966,0,0,0,0,0,0
Reynolds High School,Southwest Avenue,portland,or,Public,2,False,False,False,False,False,False,45,-122.3997223,0,0,0,0,0,0
Doane Street Park,Newell Street,boston,ma,Public,2,False,False,False,False,True,False,42,-71.3211179,0,0,0,0,1,0
Sunrise at Sea Bright,Sunrise Way,new york,ny,Homeowners Community,1,False,False,False,False,False,False,40,-73.9747775,0,0,0,0,0,0
The Vineyards At The Springs,Northwest Valleybrook Road,kansas city,mo,Homeowners Community,2,False,False,False,False,False,False,39,-94.2648304,0,0,0,0,0,0
Hunters Glen,Village Green Parkway,st. louis,mo,Homeowners Community,2,False,False,False,False,True,False,38,-90.5200696,0,0,0,0,1,0
Patterson Place Apartments,Patterson Place Drive,st. louis,mo,Homeowners Community,1,False,False,False,False,True,False,38,-90.3325403,0,0,0,0,1,0
Apple Valley High School,Oso Road,los angeles,ca,Public,6,False,True,False,False,True,False,34,-117.1873534,0,1,0,0,1,0
Meridian Park,Meridian Avenue North,seattle,wa,Public,2,False,False,False,False,False,False,47,-122.3376453,0,0,0,0,0,0
Sunnyvale Courtyard,Evelyn Terrace West,san francisco - oakland - san jose,ca,Homeowners Community,1,False,False,False,False,False,False,37,-122.0064247,0,0,0,0,0,0
Valley Palms,Lanai Avenue,san francisco - oakland - san jose,ca,Homeowners Community,1,False,False,False,False,False,False,37,-121.8338084,0,0,0,0,0,0
Woodcreek,Northeast Lane,seattle,wa,Homeowners Community,2,False,True,False,False,False,False,47,-122.1493435,0,1,0,0,0,0
Villa Borgata,Tulare Street,fresno,ca,Homeowners Community,1,False,False,False,False,False,False,36,-119.7786194,0,0,0,0,0,0
Boyd Park,Avenue,washington,dc,Public,2,False,True,False,False,False,False,38,-76.909672,0,1,0,0,0,0
Matthew Henson Middle School,Livingston Road,washington,dc,Public,2,False,False,False,False,False,False,38,-77.076076,0,0,0,0,0,0
Waters Edge,Royal Sand Circle,tampa-st. petersburg-clearwater,fl,Homeowners Community,1,False,False,False,False,True,False,28,-82.5658607,0,0,0,0,1,0
Magnolia West,Summit Oaks Drive,jacksonville,fl,Homeowners Community,1,False,False,False,False,True,False,30,-81.7302883,0,0,0,0,1,0
Tallwood,Tallwood Drive,orlando,fl,Homeowners Community,2,False,False,False,False,True,False,28,-81.3317227,0,0,0,0,1,0
Hunter's Reserve,West Palm Valley Drive,orlando,fl,Homeowners Community,2,False,False,False,False,True,False,28,-81.2088239,0,0,0,0,1,0
Garza Park,Seacroft Street,san antonio,tx,Public,2,False,False,False,False,True,False,29,-98.6003208,0,0,0,0,1,0
Bucks County Community College,Swamp Road,philadelphia,pa,Public,6,False,False,False,False,False,False,40,-74.965175,0,0,0,0,0,0
Norwin High School,Mockingbird Drive,pittsburgh,pa,Public,6,False,False,False,False,False,False,40,-79.727429,0,0,0,0,0,0
Tolleston Park,West Avenue,chicago,il,Public,4,False,True,False,False,True,False,41,-87.370296,0,1,0,0,1,0
Hodges Park,East Street,chicago,il,Public,1,False,False,False,False,False,False,41,-87.618944,0,0,0,0,0,0
Sonoma Park,Orchard Pond Drive,chicago,il,Public,2,False,False,False,False,False,False,42,-88.114975,0,0,0,0,0,0
Southwest Branch Park,New Salem Avenue,washington,dc,Public,2,False,False,False,False,False,False,38,-76.817793,0,0,0,0,0,0
Prestbury Citizens' Association,North Buckingham Drive,chicago,il,Homeowners Community,2,False,False,False,False,False,False,41,-88.417829,0,0,0,0,0,0
Nowell Park,Gardner Street,chicago,il,Public,4,False,False,False,False,False,False,41,-88.078862,0,0,0,0,0,0
Piccadilly Apartments-Windsor,Windsor Green Boulevard,nashville,tn,Homeowners Community,1,False,False,False,False,True,False,36,-86.6961515,0,0,0,0,1,0
Jefferson Woods Condominium,Monticello Drive,new york,ny,Homeowners Community,3,False,True,False,False,False,False,41,-72.8490651,0,1,0,0,0,0
Gwin Oaks S&T,River Oak Loop,atlanta,ga,Homeowners Community,4,False,True,False,False,True,False,33,-84.0752149,0,1,0,0,1,0
Sundance Station,Waterside Court,richmond-petersburg,va,Homeowners Community,1,False,True,False,False,True,False,37,-77.5551724,0,1,0,0,1,0
Carriage Oaks Apartments,Paul Parkway Northeast,minneapolis-st. paul,mn,Homeowners Community,2,False,False,False,False,True,False,45,-93.2431984,0,0,0,0,1,0
Townpark Crossing,Townpark Crossing,atlanta,ga,Homeowners Community,2,False,False,False,False,True,False,34,-84.576745,0,0,0,0,1,0
Wellington Cove,Wellington Circle,atlanta,ga,Homeowners Community,2,False,False,False,False,True,False,33,-84.1365623,0,0,0,0,1,0
Francis Scott Key High School,Bark Hill Road,baltimore,md,Public,5,False,False,False,False,False,False,39,-77.1312761,0,0,0,0,0,0
Union Crossing,The Great Drive,atlanta,ga,Homeowners Community,4,False,False,False,False,True,False,33,-84.5677006,0,0,0,0,1,0
Oakhampton,Oakhampton Drive,baltimore,md,Homeowners Community,2,False,False,False,False,False,False,39,-76.6025376,0,0,0,0,0,0
Constitution Park,West North,salt lake city,ut,Public,2,False,False,False,False,True,False,40,-111.9277239,0,0,0,0,1,0
West Warwick High School,Tower Road,providence,ri,Public,3,False,False,False,False,False,False,41,-71.5143228,0,0,0,0,0,0
King Recreation Acres,Shelton Shack Booze Circle,greensboro-winston-salem,nc,Public,1,False,False,False,False,False,False,36,-80.3694427,0,0,0,0,0,0
Marvin Ridge High School,Crane Road,charlotte,nc,Public,6,False,False,False,False,False,False,34,-80.7950664,0,0,0,0,0,0
Countryside North,Country Manor Drive,memphis,tn,Homeowners Community,2,False,False,False,False,True,False,35,-89.8326409,0,0,0,0,1,0
Boulder Bluff Estates,Boulder Bluff Drive,grand rapids,mi,Homeowners Community,2,False,False,False,False,False,False,42,-85.8160436,0,0,0,0,0,0
Middle Grove Town Park,Middle Grove Road,albany,ny,Public,2,False,False,False,False,False,False,43,-73.9163697,0,0,0,0,0,0
Mohave High School,Hoppas Drive,las vegas,nv,Public,4,False,True,False,False,True,False,35,-114.6016932,0,1,0,0,1,0
Regents Center,West Street,kansas city,mo,Homeowners Community,1,False,False,False,False,False,False,38,-94.7277474,0,0,0,0,0,0
New Mark Garden Apartments,Northeast Terrace,kansas city,mo,Homeowners Community,2,False,False,False,False,False,False,39,-94.5700336,0,0,0,0,0,0
Desert Hot Springs High School,Cholla Drive,los angeles,ca,Public,6,False,False,False,False,False,False,33,-116.5151596,0,0,0,0,0,0
One Quail Place,Fred Waring Drive,los angeles,ca,Homeowners Community,2,False,False,False,False,True,False,33,-116.3979042,0,0,0,0,1,0
Los Robles Estates Townhomes,Maidstone Lane,los angeles,ca,Homeowners Community,1,False,False,False,False,False,False,34,-118.8917148,0,0,0,0,0,0
Fiesta Gardens International School,Bermuda Drive,san francisco - oakland - san jose,ca,Public,2,False,False,False,False,False,False,37,-122.2974014,0,0,0,0,0,0
Berkley South,Northeast Avenue,miami-fort lauderdale,fl,Homeowners Community,1,False,False,False,False,True,False,26,-80.1020157,0,0,0,0,1,0
Dave Roberts Community Park,Mapola Way,sacramento-yolo,ca,Public,4,False,False,False,False,True,False,38,-121.2800503,0,0,0,0,1,0
Jockey Club,Biscayne Boulevard,miami-fort lauderdale,fl,Homeowners Community,13,True,False,False,False,True,False,25,-80.1644683,1,0,0,0,1,0
Ocean View Park,Plymouth Avenue,san francisco - oakland - san jose,ca,Public,2,False,False,False,False,True,False,37,-122.4562526,0,0,0,0,1,0
Ridgewood/Belcher Recreation Center,Fisher Road,dallas - fort worth,tx,Public,2,False,False,False,False,True,False,32,-96.742655,0,0,0,0,1,0
Laurels at Margate,West Laurel Drive,miami-fort lauderdale,fl,Homeowners Community,2,False,False,False,False,False,False,26,-80.1957536,0,0,0,0,0,0
California Courts,Blatt Boulevard,miami-fort lauderdale,fl,Homeowners Community,3,False,False,False,False,True,False,26,-80.367018,0,0,0,0,1,0
Veterans Memorial Park,Green Acre Drive,new york,ny,Public,4,False,False,False,False,False,False,40,-74.1636693,0,0,0,0,0,0
The Galvestonian,East Beach Drive,houston - galveston - brazoria,tx,Homeowners Community,2,False,False,False,False,True,False,29,-94.7520483,0,0,0,0,1,0
Indigo Point,Providence Lakes Boulevard,tampa-st. petersburg-clearwater,fl,Homeowners Community,2,False,False,False,False,True,False,27,-82.3155141,0,0,0,0,1,0
The Element at Metrowest,Lake Debra Drive,orlando,fl,Homeowners Community,1,False,False,False,False,True,False,28,-81.4769,0,0,0,0,1,0
Windsor Pines,Surrey Court,orlando,fl,Homeowners Community,1,False,False,False,False,True,False,28,-81.4183742,0,0,0,0,1,0
Pasco-Hernando Community College - North,Ponce De Leon Boulevard,tampa-st. petersburg-clearwater,fl,Public,4,False,True,False,False,True,False,28,-82.4061513,0,1,0,0,1,0
Colony Hills,Makenzie Street,tampa-st. petersburg-clearwater,fl,Homeowners Community,1,False,False,False,False,False,False,28,-82.2348332,0,0,0,0,0,0
Dwight D. Eisenhower Middle School,Mount Capote Street,san antonio,tx,Public,4,False,False,False,False,False,False,29,-98.5089755,0,0,0,0,0,0
"Brown, L.M. Middle School",Blakemore Road,richmond-petersburg,va,Public,2,False,False,False,False,False,False,37,-77.514209,0,0,0,0,0,0
Upper Perkiomen Valley Cnty Park,Perkiomen Trail,philadelphia,pa,Public,4,False,False,False,False,True,False,40,-75.4872,0,0,0,0,1,0
Jefferson Senior School,Johnson Circle,minneapolis-st. paul,mn,Public,7,False,False,False,False,False,False,44,-93.333846,0,0,0,0,0,0
Sweet Home Middle School,Maple Road,buffalo-niagara falls,ny,Public,2,False,False,False,False,False,False,42,-78.808107,0,0,0,0,0,0
Pierce Park,Imperial Drive,chicago,il,Public,4,False,True,False,False,False,False,41,-87.728008,0,1,0,0,0,0
North Park Tennis Center,Cogburn Road,atlanta,ga,Public,7,False,False,False,False,True,False,34,-84.2792344,0,0,0,0,1,1
Canale Point Condominiums,Fountayne Court,new york,ny,Homeowners Community,2,False,False,False,False,False,False,40,-74.652679,0,0,0,0,0,0
Somerset Homeowners Association,Somerset Drive,chicago,il,Homeowners Community,1,False,False,False,False,False,False,41,-87.4947202,0,0,0,0,0,0
Calibre Brooke,Calibre Brooke Way Southeast,atlanta,ga,Homeowners Community,1,False,False,False,False,True,False,33,-84.4778574,0,0,0,0,1,0
